Age,Gender,Marriage Status,No of People Living in Family,State,Employment Status,No_Employees,Cluster_KModes
42,Male,Single,10,Dadra and Nagar Haveli and Daman and Diu,Employed(Government),50-100,1
34,Female,Other,2,Mizoram,Student,100-500,0
40,Female,Other,4,Jammu and Kashmir,Student,1000+,2
20,Female,Single,1,Manipur,Unemployed,50-100,2
32,Male,Other,3,Arunachal Pradesh,Employed(Private),0-10,3
61,Male,Single,9,Karnataka,Unemployed,10-50,2
27,Female,Single,4,Goa,Retired,50-100,1
25,Male,Single,3,Tripura,Unemployed,50-100,0
20,Female,Single,10,Assam,Employed(Government),500-1000,0
56,Female,Single,10,Haryana,Unemployed,50-100,1
32,Male,Other,10,Karnataka,Retired,50-100,1
71,Male,Married,6,Dadra and Nagar Haveli and Daman and Diu,Employed(Government),50-100,0
29,Female,Single,9,Chhattisgarh,Unemployed,50-100,1
76,Female,Married,3,Odisha,Unemployed,500-1000,0
51,Male,Married,5,Karnataka,Unemployed,1000+,0
56,Female,Other,7,Haryana,Student,100-500,3
24,Male,Married,10,Nagaland,Unemployed,10-50,3
22,Female,Single,7,Jammu and Kashmir,Employed(Private),10-50,0
18,Female,Married,7,Dadra and Nagar Haveli and Daman and Diu,Retired,1000+,1
50,Male,Other,2,Assam,Retired,0-10,2
59,Female,Other,4,Odisha,Employed(Private),500-1000,2
63,Male,Married,4,Haryana,Employed(Government),500-1000,0
41,Female,Other,2,Uttarakhand,Retired,10-50,1
80,Female,Single,7,Chhattisgarh,Unemployed,10-50,3
45,Female,Other,8,Telangana,Employed(Government),0-10,2
52,Male,Married,4,Punjab,Employed(Government),10-50,0
60,Male,Married,7,Himachal Pradesh,Retired,500-1000,0
38,Male,Married,6,Punjab,Retired,1000+,1
43,Male,Married,5,Manipur,Student,1000+,1
19,Female,Single,6,Chhattisgarh,Student,100-500,2
39,Female,Married,7,Rajasthan,Student,1000+,1
57,Female,Single,10,Assam,Employed(Private),10-50,1
49,Female,Single,4,Maharashtra,Employed(Private),10-50,0
65,Male,Other,7,Dadra and Nagar Haveli and Daman and Diu,Retired,50-100,1
50,Male,Married,2,Madhya Pradesh,Employed(Government),10-50,0
67,Male,Single,6,West Bengal,Retired,1000+,1
66,Male,Single,10,Maharashtra,Employed(Government),100-500,0
22,Male,Other,1,Bihar,Unemployed,0-10,0
46,Male,Single,9,Tripura,Employed(Government),0-10,1
48,Female,Single,6,Sikkim,Student,50-100,0
67,Female,Other,4,Chandigarh,Unemployed,1000+,2
56,Female,Other,2,Jammu and Kashmir,Employed(Private),100-500,1
31,Female,Single,3,Uttar Pradesh,Student,500-1000,2
73,Male,Single,6,Kerala,Employed(Government),1000+,1
70,Male,Married,5,Mizoram,Student,0-10,2
34,Female,Single,4,Gujarat,Unemployed,0-10,3
40,Male,Other,3,Jammu and Kashmir,Retired,1000+,2
41,Male,Single,10,Haryana,Employed(Private),0-10,2
29,Female,Married,5,Nagaland,Employed(Government),0-10,2
61,Male,Other,6,Haryana,Retired,50-100,2
74,Female,Single,6,Haryana,Employed(Private),1000+,2
21,Female,Other,8,Jharkhand,Employed(Government),50-100,0
28,Male,Married,4,Odisha,Retired,100-500,0
54,Male,Single,9,Uttarakhand,Employed(Government),500-1000,2
26,Female,Other,3,Gujarat,Retired,500-1000,2
43,Female,Married,2,Dadra and Nagar Haveli and Daman and Diu,Employed(Government),500-1000,2
64,Female,Married,2,Goa,Unemployed,10-50,1
64,Male,Married,2,Goa,Employed(Government),50-100,1
79,Male,Married,2,Rajasthan,Retired,500-1000,1
73,Female,Married,2,Lakshadweep,Employed(Private),100-500,0
32,Male,Married,5,Odisha,Unemployed,1000+,2
59,Male,Married,1,Lakshadweep,Employed(Government),0-10,0
74,Male,Married,3,Delhi,Employed(Government),10-50,1
66,Male,Other,5,Manipur,Employed(Private),10-50,2
70,Male,Other,1,Uttarakhand,Employed(Government),10-50,2
28,Male,Married,10,Assam,Employed(Private),0-10,2
36,Male,Other,1,Telangana,Retired,500-1000,0
33,Female,Other,10,Karnataka,Employed(Government),500-1000,1
24,Female,Other,2,Telangana,Retired,500-1000,1
48,Female,Married,2,Uttarakhand,Unemployed,10-50,2
38,Female,Single,9,Nagaland,Employed(Private),100-500,3
24,Male,Single,3,Madhya Pradesh,Student,0-10,2
78,Male,Other,1,Karnataka,Retired,1000+,2
25,Male,Other,1,Gujarat,Retired,50-100,3
39,Male,Other,4,Odisha,Student,500-1000,1
35,Female,Other,3,Goa,Unemployed,500-1000,0
59,Male,Single,4,Jammu and Kashmir,Student,1000+,1
56,Male,Other,5,Himachal Pradesh,Unemployed,10-50,2
51,Male,Married,10,Arunachal Pradesh,Employed(Private),100-500,0
36,Male,Married,1,Sikkim,Student,50-100,3
49,Female,Married,5,Haryana,Student,1000+,0
72,Female,Other,8,Chhattisgarh,Retired,100-500,0
78,Male,Other,5,Uttar Pradesh,Employed(Government),50-100,0
73,Male,Other,10,Telangana,Employed(Government),0-10,1
38,Male,Single,4,Haryana,Retired,50-100,3
26,Male,Married,1,Himachal Pradesh,Employed(Government),10-50,2
69,Female,Married,2,Tamil Nadu,Unemployed,0-10,1
41,Male,Other,9,Bihar,Retired,100-500,3
27,Male,Other,6,Odisha,Employed(Private),500-1000,0
22,Female,Single,6,Karnataka,Employed(Government),100-500,0
38,Female,Other,6,Ladakh,Retired,1000+,1
36,Female,Single,3,Ladakh,Retired,10-50,1
33,Male,Other,7,Madhya Pradesh,Employed(Private),100-500,2
49,Male,Other,7,Sikkim,Employed(Private),10-50,0
67,Female,Other,7,Puducherry,Retired,50-100,2
52,Female,Married,3,Gujarat,Employed(Private),500-1000,1
24,Male,Other,10,Kerala,Retired,0-10,0
34,Female,Other,6,Manipur,Unemployed,0-10,1
19,Female,Other,4,Dadra and Nagar Haveli and Daman and Diu,Unemployed,0-10,3
80,Male,Other,2,Ladakh,Unemployed,0-10,1
24,Male,Single,2,Meghalaya,Retired,0-10,2
47,Female,Married,8,Odisha,Student,10-50,3
43,Female,Married,3,Haryana,Retired,500-1000,1
73,Female,Married,4,Uttarakhand,Unemployed,10-50,2
48,Female,Single,5,Haryana,Employed(Government),10-50,1
36,Male,Single,1,Assam,Employed(Government),50-100,2
18,Male,Married,2,Madhya Pradesh,Employed(Private),10-50,0
50,Female,Other,10,West Bengal,Unemployed,100-500,0
60,Male,Married,9,Sikkim,Student,100-500,3
56,Female,Married,2,Delhi,Unemployed,50-100,2
52,Female,Other,5,Jammu and Kashmir,Student,1000+,2
77,Male,Single,4,Odisha,Student,0-10,3
51,Male,Single,6,Jharkhand,Student,0-10,2
36,Male,Other,3,Mizoram,Student,100-500,3
59,Female,Other,8,Mizoram,Unemployed,500-1000,2
30,Female,Other,1,Odisha,Retired,100-500,1
61,Male,Other,10,Arunachal Pradesh,Employed(Private),10-50,0
44,Female,Single,3,Gujarat,Student,50-100,1
72,Female,Other,10,Ladakh,Employed(Government),500-1000,3
23,Female,Other,9,Goa,Retired,100-500,1
76,Male,Single,9,Telangana,Employed(Government),10-50,2
72,Male,Married,10,Madhya Pradesh,Employed(Private),10-50,3
75,Male,Married,9,Puducherry,Employed(Government),100-500,3
19,Male,Married,10,Punjab,Student,10-50,3
58,Male,Married,8,Odisha,Student,1000+,0
64,Male,Other,2,Arunachal Pradesh,Employed(Private),50-100,1
20,Female,Married,1,Haryana,Student,0-10,0
78,Male,Single,5,Telangana,Retired,10-50,0
63,Female,Other,10,Delhi,Employed(Government),10-50,3
75,Female,Other,10,West Bengal,Retired,50-100,1
51,Female,Married,9,Maharashtra,Employed(Government),0-10,0
24,Male,Other,9,Nagaland,Employed(Government),0-10,0
79,Male,Other,2,Odisha,Retired,100-500,0
40,Female,Other,2,Karnataka,Employed(Government),100-500,1
39,Male,Married,5,Chhattisgarh,Retired,50-100,0
73,Male,Other,9,Sikkim,Unemployed,1000+,2
68,Female,Single,1,Tamil Nadu,Employed(Government),1000+,1
28,Male,Married,2,Andhra Pradesh,Retired,10-50,1
40,Female,Other,6,Rajasthan,Employed(Private),1000+,3
41,Female,Single,5,Arunachal Pradesh,Retired,500-1000,2
23,Female,Single,1,Maharashtra,Student,50-100,1
20,Female,Married,10,Jharkhand,Unemployed,500-1000,0
24,Female,Other,1,Manipur,Unemployed,0-10,1
44,Female,Single,9,Mizoram,Employed(Government),10-50,0
66,Female,Married,4,Chhattisgarh,Unemployed,500-1000,0
44,Female,Other,3,West Bengal,Student,500-1000,2
41,Male,Single,10,Odisha,Unemployed,1000+,2
30,Male,Other,4,Andhra Pradesh,Unemployed,10-50,0
71,Female,Other,9,Punjab,Employed(Government),50-100,1
71,Female,Single,8,Himachal Pradesh,Student,0-10,2
64,Male,Other,7,Haryana,Employed(Private),500-1000,0
41,Male,Married,6,Uttarakhand,Employed(Government),500-1000,1
60,Male,Single,8,Karnataka,Employed(Government),1000+,1
35,Male,Single,8,Uttar Pradesh,Retired,100-500,2
42,Female,Other,2,Telangana,Employed(Government),10-50,0
53,Male,Other,6,Tripura,Employed(Private),1000+,2
34,Female,Other,6,Rajasthan,Employed(Government),100-500,0
42,Female,Single,5,Uttar Pradesh,Unemployed,1000+,2
32,Male,Other,8,Kerala,Student,10-50,0
19,Female,Single,10,Himachal Pradesh,Unemployed,50-100,0
25,Female,Other,2,Jharkhand,Unemployed,1000+,1
45,Female,Other,8,Madhya Pradesh,Retired,0-10,1
37,Female,Other,6,Andaman and Nicobar Islands,Unemployed,0-10,0
57,Female,Married,8,Goa,Employed(Private),0-10,0
78,Female,Married,8,Dadra and Nagar Haveli and Daman and Diu,Unemployed,500-1000,0
25,Female,Married,4,Jharkhand,Employed(Government),10-50,0
61,Female,Single,5,Bihar,Employed(Private),10-50,3
21,Female,Married,2,Bihar,Employed(Government),10-50,3
80,Female,Other,2,Manipur,Employed(Government),50-100,3
52,Male,Other,1,Nagaland,Retired,100-500,3
50,Male,Other,9,Puducherry,Employed(Government),500-1000,2
33,Female,Single,4,Maharashtra,Student,500-1000,0
48,Male,Single,5,Dadra and Nagar Haveli and Daman and Diu,Employed(Government),100-500,3
54,Female,Other,4,Jharkhand,Unemployed,50-100,2
34,Female,Other,10,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),50-100,2
53,Male,Single,8,Manipur,Employed(Private),100-500,1
68,Male,Married,10,Tripura,Unemployed,0-10,1
57,Female,Single,6,Bihar,Retired,10-50,2
59,Female,Married,8,Maharashtra,Retired,100-500,1
27,Male,Single,8,Nagaland,Student,50-100,0
59,Female,Married,9,Nagaland,Student,500-1000,0
48,Male,Married,10,Rajasthan,Unemployed,10-50,0
23,Female,Single,1,Uttarakhand,Retired,1000+,1
73,Male,Single,7,Uttarakhand,Student,0-10,1
31,Female,Single,2,Gujarat,Retired,100-500,0
46,Female,Married,9,Uttarakhand,Employed(Private),100-500,0
72,Male,Single,2,Delhi,Unemployed,1000+,3
50,Female,Other,3,Tripura,Student,1000+,2
53,Female,Other,3,Chhattisgarh,Student,10-50,1
19,Female,Single,10,Dadra and Nagar Haveli and Daman and Diu,Student,0-10,1
69,Female,Other,4,Goa,Student,1000+,2
18,Male,Other,4,Kerala,Unemployed,1000+,2
66,Male,Single,9,Himachal Pradesh,Student,500-1000,3
78,Female,Single,10,Kerala,Employed(Government),10-50,0
33,Female,Single,7,Chhattisgarh,Retired,500-1000,0
35,Male,Other,1,Tripura,Student,50-100,0
63,Female,Other,10,Punjab,Retired,500-1000,1
42,Male,Single,4,Nagaland,Student,10-50,0
44,Female,Other,8,Madhya Pradesh,Employed(Private),50-100,1
47,Male,Other,5,Gujarat,Employed(Private),50-100,0
65,Male,Married,3,Nagaland,Retired,100-500,3
30,Male,Other,3,Chandigarh,Employed(Private),100-500,1
55,Female,Single,5,Andaman and Nicobar Islands,Student,500-1000,3
62,Female,Other,1,Chhattisgarh,Student,10-50,0
63,Male,Single,8,Delhi,Student,1000+,1
72,Male,Married,8,Mizoram,Retired,0-10,3
44,Male,Married,1,Manipur,Retired,1000+,0
78,Male,Other,10,Assam,Employed(Government),0-10,0
64,Male,Married,2,Assam,Retired,500-1000,1
79,Male,Other,4,Sikkim,Student,0-10,0
59,Male,Single,8,Himachal Pradesh,Employed(Private),50-100,2
50,Male,Single,3,Meghalaya,Employed(Private),500-1000,1
61,Female,Single,8,Rajasthan,Employed(Government),100-500,2
62,Female,Married,10,Chhattisgarh,Employed(Private),0-10,0
22,Male,Single,10,Meghalaya,Employed(Private),50-100,2
80,Male,Married,2,Nagaland,Retired,100-500,1
30,Male,Other,8,Kerala,Employed(Government),100-500,1
33,Female,Single,7,Tripura,Employed(Private),1000+,1
73,Female,Single,4,Jammu and Kashmir,Retired,1000+,0
18,Male,Married,3,Andhra Pradesh,Unemployed,100-500,1
72,Male,Single,5,Bihar,Employed(Government),10-50,2
33,Female,Married,9,Jharkhand,Unemployed,100-500,0
50,Female,Married,5,Delhi,Unemployed,500-1000,1
50,Female,Married,8,Tripura,Student,500-1000,1
30,Female,Single,9,Jharkhand,Unemployed,50-100,2
74,Male,Other,8,Bihar,Unemployed,1000+,1
58,Female,Single,5,Chandigarh,Employed(Government),50-100,0
43,Male,Single,6,West Bengal,Employed(Private),500-1000,0
46,Female,Married,6,Lakshadweep,Employed(Government),50-100,0
22,Female,Single,9,Sikkim,Employed(Private),1000+,3
49,Male,Single,3,Bihar,Employed(Government),0-10,1
44,Male,Married,10,Dadra and Nagar Haveli and Daman and Diu,Student,0-10,2
70,Male,Other,9,Jammu and Kashmir,Student,10-50,1
33,Female,Other,1,Gujarat,Student,50-100,2
20,Female,Married,9,Himachal Pradesh,Employed(Government),500-1000,1
30,Female,Other,5,Nagaland,Employed(Government),0-10,0
31,Male,Single,6,Jammu and Kashmir,Student,1000+,0
56,Male,Other,1,Uttarakhand,Unemployed,0-10,1
43,Male,Single,3,Ladakh,Retired,1000+,1
60,Female,Married,2,Haryana,Student,50-100,3
22,Male,Single,4,Uttar Pradesh,Employed(Government),10-50,3
29,Male,Single,4,Nagaland,Employed(Government),0-10,1
48,Male,Single,4,Rajasthan,Employed(Government),0-10,2
65,Male,Single,6,Gujarat,Unemployed,100-500,0
27,Female,Other,3,Telangana,Unemployed,500-1000,2
51,Female,Single,1,Uttarakhand,Unemployed,0-10,2
49,Female,Married,3,Odisha,Student,100-500,2
57,Male,Married,5,Odisha,Employed(Private),0-10,3
79,Female,Other,8,Telangana,Student,10-50,0
77,Female,Other,8,Nagaland,Employed(Government),500-1000,2
21,Male,Other,6,Punjab,Employed(Government),10-50,1
74,Male,Single,4,Andhra Pradesh,Employed(Government),0-10,0
61,Female,Single,1,Bihar,Employed(Private),500-1000,1
62,Male,Other,2,Madhya Pradesh,Employed(Government),10-50,2
77,Female,Married,6,West Bengal,Retired,10-50,2
67,Female,Other,3,Jharkhand,Student,500-1000,2
39,Female,Married,3,Andaman and Nicobar Islands,Retired,0-10,3
68,Male,Other,5,Tamil Nadu,Employed(Private),1000+,1
49,Male,Single,7,Karnataka,Unemployed,10-50,2
65,Male,Other,7,Meghalaya,Student,100-500,2
18,Female,Single,6,Arunachal Pradesh,Student,50-100,1
41,Male,Other,4,Gujarat,Employed(Government),1000+,0
56,Female,Other,9,Himachal Pradesh,Retired,100-500,3
80,Female,Single,6,Ladakh,Retired,100-500,0
23,Female,Married,10,Dadra and Nagar Haveli and Daman and Diu,Unemployed,100-500,2
51,Female,Other,5,Karnataka,Unemployed,10-50,0
50,Female,Married,8,Puducherry,Employed(Government),1000+,1
65,Female,Single,7,Tripura,Unemployed,100-500,1
52,Male,Other,2,Assam,Unemployed,10-50,3
77,Male,Single,7,Punjab,Employed(Private),100-500,3
31,Female,Other,10,Chhattisgarh,Employed(Private),500-1000,0
70,Male,Married,4,West Bengal,Unemployed,1000+,0
44,Male,Single,6,Chandigarh,Unemployed,0-10,0
51,Female,Married,6,Telangana,Retired,0-10,0
37,Female,Single,5,Punjab,Employed(Government),500-1000,0
25,Male,Single,5,Chandigarh,Retired,50-100,1
57,Male,Married,7,Puducherry,Employed(Government),500-1000,1
55,Male,Single,7,Uttar Pradesh,Student,500-1000,2
78,Female,Married,4,Telangana,Student,500-1000,2
66,Male,Other,10,Chhattisgarh,Student,1000+,2
31,Male,Single,9,Uttar Pradesh,Employed(Private),50-100,0
34,Male,Other,5,Jharkhand,Employed(Private),500-1000,0
28,Male,Other,8,Sikkim,Employed(Private),10-50,2
30,Female,Other,9,Dadra and Nagar Haveli and Daman and Diu,Student,10-50,0
63,Female,Other,3,Kerala,Employed(Government),100-500,0
68,Male,Single,2,Bihar,Student,1000+,2
50,Male,Single,7,Telangana,Student,1000+,1
45,Male,Other,6,Goa,Employed(Government),50-100,0
35,Female,Other,4,West Bengal,Retired,500-1000,0
29,Female,Single,10,Dadra and Nagar Haveli and Daman and Diu,Unemployed,100-500,2
32,Male,Other,8,Uttar Pradesh,Retired,0-10,1
56,Female,Married,8,Puducherry,Retired,10-50,1
61,Male,Single,9,Uttar Pradesh,Student,0-10,2
25,Male,Other,7,Himachal Pradesh,Employed(Government),50-100,2
69,Female,Other,10,Manipur,Unemployed,50-100,2
80,Female,Other,4,Punjab,Retired,10-50,0
70,Female,Other,5,Assam,Employed(Government),10-50,0
74,Male,Married,1,Nagaland,Student,100-500,1
39,Female,Other,4,Maharashtra,Employed(Private),100-500,1
67,Male,Single,3,Odisha,Student,1000+,0
68,Male,Other,9,Andhra Pradesh,Unemployed,0-10,0
61,Female,Other,1,Maharashtra,Employed(Government),100-500,0
24,Female,Single,4,Tripura,Employed(Private),1000+,0
29,Male,Single,2,Manipur,Retired,1000+,3
42,Female,Other,4,Manipur,Student,500-1000,3
62,Female,Other,6,Kerala,Employed(Government),500-1000,0
58,Female,Single,3,Assam,Retired,0-10,3
79,Female,Married,2,Nagaland,Employed(Government),0-10,2
75,Female,Other,6,Punjab,Retired,1000+,0
63,Male,Other,4,Karnataka,Employed(Private),100-500,3
67,Male,Married,6,Tamil Nadu,Retired,50-100,1
69,Male,Other,3,Telangana,Student,10-50,2
79,Female,Other,9,Rajasthan,Unemployed,1000+,1
61,Male,Married,7,Assam,Employed(Private),50-100,0
21,Female,Married,4,Uttarakhand,Employed(Private),1000+,0
76,Male,Other,3,Uttarakhand,Student,1000+,1
59,Female,Married,6,Ladakh,Employed(Private),50-100,1
63,Male,Other,10,Punjab,Student,500-1000,3
49,Male,Other,7,Nagaland,Retired,500-1000,2
74,Female,Single,3,Andhra Pradesh,Employed(Government),1000+,0
57,Female,Single,10,Manipur,Employed(Government),100-500,2
76,Female,Single,1,Dadra and Nagar Haveli and Daman and Diu,Student,500-1000,0
27,Female,Married,7,Himachal Pradesh,Retired,1000+,0
22,Male,Single,3,Uttar Pradesh,Student,0-10,2
77,Male,Other,6,Himachal Pradesh,Retired,10-50,2
64,Male,Single,8,Uttar Pradesh,Employed(Private),1000+,3
51,Female,Single,3,Madhya Pradesh,Employed(Private),100-500,0
37,Female,Other,3,Gujarat,Student,1000+,0
21,Female,Married,10,Mizoram,Employed(Government),100-500,1
43,Female,Married,5,Telangana,Unemployed,10-50,2
49,Female,Married,6,Lakshadweep,Retired,10-50,0
24,Female,Married,8,Tripura,Retired,1000+,2
70,Female,Other,2,Jammu and Kashmir,Retired,1000+,1
18,Male,Single,4,Chandigarh,Employed(Private),50-100,0
78,Female,Married,10,Jharkhand,Unemployed,50-100,2
50,Male,Other,10,West Bengal,Employed(Government),50-100,2
49,Female,Other,1,West Bengal,Retired,500-1000,1
60,Male,Single,8,Tamil Nadu,Retired,100-500,2
37,Male,Other,4,Arunachal Pradesh,Student,500-1000,1
47,Male,Single,10,Bihar,Retired,500-1000,0
31,Male,Single,6,Assam,Employed(Government),50-100,2
45,Female,Married,5,Telangana,Retired,1000+,1
59,Female,Single,4,Chandigarh,Retired,50-100,2
29,Male,Single,7,Uttar Pradesh,Student,0-10,1
34,Female,Single,7,Uttar Pradesh,Unemployed,0-10,0
74,Male,Single,5,Andaman and Nicobar Islands,Student,50-100,2
33,Female,Married,5,Andhra Pradesh,Unemployed,1000+,1
68,Female,Married,5,Punjab,Employed(Private),10-50,0
72,Female,Single,5,Uttar Pradesh,Employed(Private),500-1000,2
31,Female,Other,7,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),10-50,0
78,Female,Other,6,Madhya Pradesh,Employed(Government),10-50,0
26,Male,Single,5,Tripura,Retired,1000+,0
20,Male,Married,2,Karnataka,Unemployed,50-100,0
67,Male,Single,9,Rajasthan,Student,10-50,3
74,Male,Other,4,Manipur,Retired,1000+,1
34,Male,Single,10,Uttar Pradesh,Student,500-1000,2
30,Female,Single,7,Uttarakhand,Student,50-100,3
67,Male,Married,5,Nagaland,Retired,500-1000,3
38,Female,Other,6,Chandigarh,Employed(Government),0-10,0
31,Male,Other,10,Karnataka,Employed(Private),50-100,1
27,Male,Married,10,Telangana,Employed(Private),50-100,3
60,Female,Married,6,Meghalaya,Unemployed,0-10,0
53,Male,Single,10,Karnataka,Unemployed,500-1000,2
32,Female,Married,10,Sikkim,Employed(Government),10-50,3
73,Male,Single,3,Maharashtra,Unemployed,50-100,0
36,Female,Other,4,Chhattisgarh,Employed(Private),100-500,0
56,Male,Other,8,Delhi,Unemployed,10-50,0
40,Male,Single,10,Assam,Employed(Private),10-50,0
40,Female,Single,3,Jharkhand,Retired,0-10,0
77,Male,Single,7,Nagaland,Student,10-50,2
80,Female,Other,9,Rajasthan,Unemployed,0-10,1
21,Female,Other,4,Andaman and Nicobar Islands,Employed(Private),0-10,3
44,Male,Single,2,Bihar,Unemployed,1000+,0
21,Male,Other,5,Andaman and Nicobar Islands,Employed(Private),500-1000,0
72,Female,Single,6,Himachal Pradesh,Employed(Government),1000+,3
68,Male,Married,3,Puducherry,Student,0-10,0
61,Male,Single,7,Tripura,Student,500-1000,1
30,Female,Other,2,Jammu and Kashmir,Student,10-50,0
58,Male,Other,10,Jammu and Kashmir,Student,50-100,0
53,Female,Other,1,Jammu and Kashmir,Employed(Government),10-50,0
50,Male,Single,7,Karnataka,Employed(Government),100-500,2
25,Male,Single,7,Puducherry,Employed(Private),0-10,3
18,Female,Single,7,Arunachal Pradesh,Employed(Private),500-1000,0
33,Female,Married,4,Andhra Pradesh,Employed(Private),50-100,0
30,Female,Other,2,Andhra Pradesh,Employed(Government),0-10,3
60,Male,Married,6,Uttar Pradesh,Unemployed,0-10,0
75,Male,Single,10,West Bengal,Employed(Private),500-1000,1
34,Male,Married,7,Bihar,Employed(Private),1000+,1
32,Female,Married,8,Maharashtra,Student,500-1000,2
